,C1_OBJ_NM,C2_NM,DT,C1_NM,UNIT_NM,C3_NM,ITM_ID,TBL_ID,ITM_NM,C3_OBJ_NM,C2_OBJ_NM,TBL_NM
267,특성별,1순위,2.4,50대,%,문화 및 여가,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
268,특성별,1순위,0.9,50대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
269,특성별,1순위,1.8,50대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
270,특성별,1순위,1.6,50대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
271,특성별,1순위,0.9,50대,%,법률지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
272,특성별,1순위,3.2,50대,%,보훈 문화 확산,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
273,특성별,1순위,0.3,50대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
274,특성별,1순위,0.7,50대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
275,특성별,1순위,0.6,50대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
276,특성별,1순위,52.4,50대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
277,특성별,1순위,56,50대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
278,특성별,1순위,4.7,50대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
279,특성별,1순위,3.9,50대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
280,특성별,1순위,2.6,50대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
281,특성별,1순위,1.5,50대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
282,특성별,1순위,1.2,50대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
283,특성별,1순위,0.2,50대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
284,특성별,1순위,3.5,50대,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
285,특성별,1순위,7.2,50대,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
286,특성별,1순위,1.4,50대,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
287,특성별,1순위,1.2,50대,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
288,특성별,2순위,9.7,50대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
289,특성별,2순위,14,50대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
290,특성별,2순위,14.9,50대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
291,특성별,2순위,6.7,50대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
292,특성별,2순위,5.7,50대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
293,특성별,2순위,8.4,50대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
294,특성별,2순위,20.9,50대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
295,특성별,2순위,34.9,50대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
296,특성별,2순위,43.1,50대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
297,특성별,2순위,11.6,50대,%,주거,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
298,특성별,2순위,30.6,50대,%,소득보장,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
299,특성별,2순위,6.9,50대,%,문화 및 여가,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
300,특성별,2순위,2.2,50대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
301,특성별,2순위,2.7,50대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
302,특성별,2순위,1.2,50대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
303,특성별,2순위,1.4,50대,%,법률지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
304,특성별,2순위,9.3,50대,%,보훈 문화 확산,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
305,특성별,2순위,0.6,50대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
306,특성별,2순위,0.7,50대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
307,특성별,2순위,0.6,50대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
308,특성별,2순위,6.7,50대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
309,특성별,2순위,9.4,50대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
310,특성별,2순위,8.5,50대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
311,특성별,2순위,3.4,50대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
312,특성별,2순위,9.4,50대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
313,특성별,2순위,5.3,50대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
314,특성별,2순위,2.4,50대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
315,특성별,2순위,1.6,50대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
316,특성별,2순위,8.9,50대,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
317,특성별,2순위,7.4,50대,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
318,특성별,2순위,6.1,50대,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
319,특성별,2순위,4.8,50대,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
320,특성별,1순위,14.4,60대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
321,특성별,1순위,6.5,60대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
322,특성별,1순위,5.6,60대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
323,특성별,1순위,1.4,60대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
324,특성별,1순위,0.6,60대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
325,특성별,1순위,1.3,60대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
326,특성별,1순위,26.5,60대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
327,특성별,1순위,22.1,60대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
328,특성별,1순위,18.2,60대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
329,특성별,1순위,7.1,60대,%,주거,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
330,특성별,1순위,41.8,60대,%,소득보장,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
331,특성별,1순위,1.9,60대,%,문화 및 여가,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
332,특성별,1순위,0.6,60대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
333,특성별,1순위,0.6,60대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
334,특성별,1순위,0.2,60대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
335,특성별,1순위,0.8,60대,%,법률지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
336,특성별,1순위,3.4,60대,%,보훈 문화 확산,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
337,특성별,1순위,0.3,60대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
338,특성별,1순위,1.2,60대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
339,특성별,1순위,2.3,60대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
340,특성별,1순위,54.2,60대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
341,특성별,1순위,60.4,60대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
342,특성별,1순위,2.2,60대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
343,특성별,1순위,1.2,60대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
344,특성별,1순위,5,60대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
345,특성별,1순위,4,60대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
346,특성별,1순위,0.9,60대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
347,특성별,1순위,0.3,60대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
348,특성별,1순위,4.9,60대,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
349,특성별,1순위,4.9,60대,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
350,특성별,1순위,1.7,60대,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
351,특성별,1순위,1.6,60대,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
352,특성별,2순위,8.2,60대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
353,특성별,2순위,7.6,60대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
354,특성별,2순위,7.8,60대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
355,특성별,2순위,2.6,60대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
356,특성별,2순위,2.7,60대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
357,특성별,2순위,2.5,60대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
358,특성별,2순위,30.5,60대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
359,특성별,2순위,36.1,60대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
360,특성별,2순위,45.6,60대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
361,특성별,2순위,11.2,60대,%,주거,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
362,특성별,2순위,29.8,60대,%,소득보장,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
363,특성별,2순위,5.5,60대,%,문화 및 여가,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
364,특성별,2순위,1.4,60대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
365,특성별,2순위,2.8,60대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
366,특성별,2순위,1,60대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
367,특성별,2순위,1.7,60대,%,법률지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
368,특성별,2순위,8.9,60대,%,보훈 문화 확산,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
369,특성별,2순위,0.2,60대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
370,특성별,2순위,0.6,60대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
371,특성별,2순위,0.5,60대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
372,특성별,2순위,9.3,60대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
373,특성별,2순위,13.6,60대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
374,특성별,2순위,4,60대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
375,특성별,2순위,2.7,60대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
376,특성별,2순위,14.1,60대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
377,특성별,2순위,8.1,60대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
378,특성별,2순위,1.7,60대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
379,특성별,2순위,1.9,60대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
380,특성별,2순위,8.5,60대,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
381,특성별,2순위,6.2,60대,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
382,특성별,2순위,12.8,60대,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
383,특성별,2순위,10.2,60대,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
384,특성별,1순위,5.4,70대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
385,특성별,1순위,1.5,70대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
386,특성별,1순위,1.4,70대,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
387,특성별,1순위,2.1,70대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
388,특성별,1순위,0.5,70대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
389,특성별,1순위,0.6,70대,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
390,특성별,1순위,28.9,70대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
391,특성별,1순위,15.5,70대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
392,특성별,1순위,14,70대,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
393,특성별,1순위,6.5,70대,%,주거,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
394,특성별,1순위,48.4,70대,%,소득보장,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
395,특성별,1순위,1.5,70대,%,문화 및 여가,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
396,특성별,1순위,0.2,70대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
397,특성별,1순위,0.1,70대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
398,특성별,1순위,0.3,70대,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
399,특성별,1순위,1.3,70대,%,법률지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
400,특성별,1순위,3.5,70대,%,보훈 문화 확산,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
401,특성별,1순위,0.4,70대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
402,특성별,1순위,0.8,70대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
403,특성별,1순위,1.4,70대,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
404,특성별,1순위,71.7,70대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
405,특성별,1순위,71.7,70대,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
406,특성별,1순위,0.6,70대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
407,특성별,1순위,0.6,70대,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
408,특성별,1순위,4.7,70대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
409,특성별,1순위,3.9,70대,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
410,특성별,1순위,0.6,70대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
411,특성별,1순위,0.3,70대,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
412,특성별,1순위,1.9,70대,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
